2023-03-09 19:27:14.533835 | 1684
2023-03-09 19:27:16.943729 | 1668
2023-03-09 19:27:19.355334 | 1668
2023-03-09 19:27:20.995126 | 1668
2023-03-09 19:27:22.670853 | 1668
2023-03-09 19:27:25.105579 | 1668
2023-03-09 19:27:26.592994 | 1668
2023-03-09 19:27:29.002736 | 1668
2023-03-09 19:27:30.599514 | 1691
2023-03-09 19:27:33.001752 | 1691
2023-03-09 19:27:34.598641 | 1691
2023-03-09 19:27:37.009901 | 1679
2023-03-09 19:27:38.600186 | 1679
2023-03-09 19:27:41.016598 | 1679
2023-03-09 19:27:42.609573 | 1679
2023-03-09 19:27:45.020667 | 1679
2023-03-09 19:27:46.611588 | 1678
2023-03-09 19:27:49.021451 | 1678
2023-03-09 19:27:50.621790 | 1697
2023-03-09 19:27:53.020238 | 1697
2023-03-09 19:27:54.619178 | 1715
2023-03-09 19:27:57.026920 | 1715
2023-03-09 19:27:58.634305 | 1716
2023-03-09 19:28:01.037198 | 1716
2023-03-09 19:28:02.653887 | 1716
2023-03-09 19:28:05.044266 | 1715
2023-03-09 19:28:07.472011 | 1715
2023-03-09 19:28:09.072641 | 1715
2023-03-09 19:28:10.651702 | 1715
2023-03-09 19:28:13.061116 | 1715
2023-03-09 19:28:14.649898 | 1719
2023-03-09 19:28:17.061397 | 1719
2023-03-09 19:28:18.695961 | 1719
2023-03-09 19:28:21.086822 | 1709
2023-03-09 19:28:22.671339 | 1726
2023-03-09 19:28:25.224521 | 1709
2023-03-09 19:28:26.692417 | 1726
2023-03-09 19:28:29.101159 | 1726
2023-03-09 19:28:30.689225 | 1726
2023-03-09 19:28:34.705260 | 1726
2023-03-09 19:28:38.705283 | 1718
2023-03-09 19:28:41.106714 | 1718
2023-03-09 19:28:42.712327 | 1703
2023-03-09 19:28:45.119639 | 1703
2023-03-09 19:28:46.727643 | 1703
2023-03-09 19:28:49.127224 | 1703
2023-03-09 19:28:50.719770 | 1669
2023-03-09 19:28:53.133437 | 1669
2023-03-09 19:28:54.738674 | 1681
2023-03-09 19:28:57.148983 | 1681
2023-03-09 19:28:58.740909 | 1681
2023-03-09 19:29:01.149674 | 1681
2023-03-09 19:29:02.754668 | 1681
2023-03-09 19:29:05.166085 | 1681
2023-03-09 19:29:06.775272 | 1682
2023-03-09 19:29:09.036101 | 1682
2023-03-09 19:29:10.622672 | 1682
2023-03-09 19:29:13.034587 | 1682
2023-03-09 19:29:14.625806 | 1682
2023-03-09 19:29:17.043377 | 1682
2023-03-09 19:29:18.649214 | 1682
2023-03-09 19:29:21.056825 | 1687
2023-03-09 19:29:22.656872 | 1675
2023-03-09 19:29:25.166641 | 1675
2023-03-09 19:29:26.667943 | 1675
2023-03-09 19:29:29.064025 | 1675
2023-03-09 19:29:30.675932 | 1655
2023-03-09 19:29:33.083046 | 1655
2023-03-09 19:29:34.681859 | 1655
2023-03-09 19:29:37.097825 | 1657
2023-03-09 19:29:38.700803 | 1657
2023-03-09 19:29:41.100255 | 1657
2023-03-09 19:29:42.707669 | 1660
2023-03-09 19:29:45.131866 | 1660
2023-03-09 19:29:46.706097 | 1660
2023-03-09 19:29:49.107545 | 1660
2023-03-09 19:29:50.719588 | 1660
2023-03-09 19:29:53.116438 | 1645
2023-03-09 19:29:54.977859 | 1645
2023-03-09 19:29:57.127083 | 1645
2023-03-09 19:29:58.740252 | 1645
2023-03-09 19:30:01.131950 | 1645
2023-03-09 19:30:02.729491 | 1635
